pointer_offsets;pointer_value;separators;extract
0x8D76D0,0xCC58D4,0xCC595C,0xCCC6CC,0xCCC754,0xD4D1C0,0xD4D1C4,0xD4E200,0xD4E204,0xDA066C,0xDA18CC,0xDA1944;0x0094CF6C;00 00 00 00;Dragonic Overlord the End
0x8D5840,0x8D7200,0xCD5DAC,0xCD5E34,0xCD9A3C,0xCD9AC4,0xCDA91C,0xCDA9A4,0xD1B264,0xD1B374,0xD1E5EC,0xD1E6FC,0xD42F40,0xD42F44,0xD48664,0xD48668,0xD496A4,0xD496A8,0xD70948,0xD7094C,0xD71A24,0xD71A28,0xD7396C,0xD73970,0xD9620C,0xD9FE94,0xD9FE9C,0xDA00D4,0xDA00EC,0xDA011C,0xDA0144,0xDA05CC,0xDA0674,0xDA1A24,0xDA1ADC,0xDA1B44,0xDA2874,0xDA287C,0xDA288C;0x0094CF98;00 00 00 00;Blaster Blade (No Ability)
0xD3B30C,0xD3B394,0xDA29DC;0x0094CFB0;00 00 00 00;Transformation Stealth Rogue, Kuzunoha
0xD0DD5C,0xD0DDE4,0xDA22C4;0x0094CFC8;00 00;Comet Witch, Serva
0xCD78C4,0xCD794C,0xDA1AAC;0x0094CFDC;00 00;Perdition Dragon Knight, Tarayev
0xCD03E4,0xCD046C,0xDA1994;0x0094CFF4;00 00 00 00;Capable Assistant, Guru Wolf
0xC3339C,0xC334AC,0xC6EA04,0xC6EB14,0xD1FB4C,0xD1FBD4,0xD2117C,0xD21204,0xD9FF2C,0xD9FF34,0xD9FF3C,0xD9FF44,0xDA0814,0xDA085C,0xDA08B4,0xDA08BC,0xDA099C,0xDA1074,0xDA10C4,0xDA10CC,0xDA112C,0xDA240C,0xDA243C,0xDA2474,0xDA2484,0xDA2674,0xDA26C4,0xDA284C,0xDA2924,0xDA2954,0xDA295C,0xDA2A5C;0x0094D010;00 00 00 00;Dimensional Robot
0xC86A3C,0xC86AC4,0xC8AEB4,0xC8AF3C,0xC8B744,0xC8B854,0xC8E02C,0xC8E0B4,0xDA0D0C,0xDA0D5C,0xDA0DD4,0xDA0DDC,0xDA0DE4,0xDA0E3C,0xDA1294,0xDA1BEC,0xDA1BF4;0x0094D01C;00 00 00 00;Seal Dragon
0xC87B3C,0xC87C4C,0xC8ECEC,0xC8EDFC,0xDA0D24,0xDA0D6C,0xDA0D74,0xDA0DEC,0xDA0DF4,0xDA0DFC,0xDA0E54,0xDA17A4,0xDA17AC,0xDA180C,0xDA269C,0xDA275C;0x0094D024;00 00;Ancient Dragon
0xCA1B9C,0xCA1CAC,0xCA30DC,0xCA31EC,0xCA94BC,0xCA95CC,0xDA118C,0xDA11BC,0xDA12E4;0x0094D02C;00 00 00 00;Light Holy Domain
0xD0C5FC,0xD0C684,0xD0EBB4,0xD0EC3C,0xDA2264,0xDA22EC;0x0094D038;00 00 00 00;Witch of Reality, Femme
0xCD61EC,0xCD6274,0xCD9E7C,0xCD9F04,0xCDAC4C,0xCDACD4,0xDA1A54,0xDA1B0C,0xDA1B5C;0x0094D04C;00 00;Perdition Dragon, Dragonic Neoflame
0xC3713C,0xC371C4,0xD9FFFC;0x0094D070;00 00;Bomber Star-vader, Magnesium
0xCBC05C,0xCBC0E4,0xCC3CAC,0xCC3D34,0xDA1734,0xDA1864;0x0094D08C;00 00 00 00;Flash Gun Star-vader, Osmium
0x8D7610,0xCDC7EC,0xCDC874,0xCE3804,0xCE388C,0xDA0A54,0xDA0A6C,0xDA0AA4,0xDA0ACC,0xDA1C34;0x0094D0A8;00 00 00 00;Covert Demonic Dragon, Magatsu Storm
0xCADA54,0xCADB64,0xDA0ADC,0xDA140C,0xDA19EC,0xDA19F4,0xDA2734;0x0094D0C4;00 00 00 00;Maelstrom
0x8D7720,0xD2A52C,0xD2A5B4,0xDA2854;0x0094D0D8;00 00;Ultimate Dimensional Robo, Great Daiyusha
0xCDEB84,0xCDEC0C,0xD294B4,0xD2953C,0xDA1BCC,0xDA280C;0x0094D0FC;00 00 00 00;Psychic of Dust, Izaya
0xD100F4,0xD1017C,0xDA235C;0x0094D114;00 00;Midday Regalia, Hemera
0xCC881C,0xCC88A4,0xD602D8,0xD602DC,0xDA18FC;0x0094D128;00 00 00 00;Steam Knight, Puzur-Ili
0xD0FB1C,0xD0FBA4,0xD1248C,0xD12514,0xDA233C,0xDA23DC;0x0094D148;00 00;Black Snake Witch, Chicory
0xC35EA4,0xC35F2C,0xCBB5BC,0xCBB644,0xCC320C,0xCC3294,0xCC4A7C,0xCC4B04,0xD9FFBC,0xDA16F4,0xDA1824,0xDA18AC;0x0094D15C;00 00;Oath Liberator, Aglovale
0xCD5FCC,0xCD6054,0xCD9C5C,0xCD9CE4,0xDA1A3C,0xDA1AF4;0x0094D178;00 00;Regulation Liberator, Aglovale
0xCB4AF4,0xCB4B7C,0xDA15BC;0x0094D194;00 00;Lycoris Musketeer, Saul
0xCB473C,0xCB47C4,0xD5D2E8,0xD5D2EC,0xDA15AC;0x0094D1AC;00 00 00 00;フローズン・オーグル
0xC77F4C,0xC7805C,0xDA0A8C,0xDA0A94,0xDA11FC,0xDA1264,0xDA126C,0xDA127C,0xDA2714;0x0094D1C4;00 00 00 00;Aizel
0xD27FFC,0xD28084,0xDA27E4;0x0094D1D0;00 00 00 00;Perdition Dragon Knight, Nazel
0xCE5FDC,0xCE6064,0xD3AFDC,0xD3B064,0xDA1C74,0xDA29D4;0x0094D1E8;00 00;Dosage Celestial, Asmodel
0xD1765C,0xD176E4,0xDA24C4;0x0094D204;00 00 00 00;Duo Lovely Devil, Vepar
0xCE6C9C,0xCE6D24,0xDA1CA4;0x0094D224;00 00;Fenrir
0x8D75D4,0xD13CFC,0xD13D84,0xDA08AC,0xDA08D4,0xDA094C,0xDA242C;0x0094D230;00 00;Galactic Beast, Zeal
0x8D7584,0xD29FDC,0xD2A064,0xD66E80,0xD66E84,0xD734C0,0xD734C4,0xD962AC,0xDA1DD4,0xDA1DEC,0xDA1E04,0xDA2834;0x0094D244;00 00 00 00;Top Idol, Riviere
0xCA7F14,0xCA7F9C,0xD781B4;0x0094D264;00 00;Neo Nexus
0xCC8684,0xCC870C,0xDA18F4;0x0094D274;00 00;Victor
0xCE630C,0xCE6394,0xDA1C8C;0x0094D280;00 00;Gaurilu
0xCD640C,0xCD6494,0xCDA09C,0xCDA124,0xD1B7B4,0xD1B83C,0xDA1A5C,0xDA1B14,0xDA2574;0x0094D28C;00 00 00 00;Juxtapose Deletor, Gaele
0xC7DCCC,0xC7DCFC,0xC7DDDC,0xC7DE0C,0xC85014,0xC85044,0xC85124,0xC85154,0xCA0A9C,0xCA0B24,0xCA83BC,0xCA8444,0xCD124C,0xCD12D4,0xD1FCC4,0xD1FD4C,0xD3DFBC,0xD3E044,0xDA0B74,0xDA0B94,0xDA0BC4,0xDA0BCC,0xDA0BD4,0xDA0C3C,0xDA0CAC,0xDA0CCC,0xDA1154,0xDA11DC,0xDA1254,0xDA12AC,0xDA19BC,0xDA19C4,0xDA1CF4,0xDA25FC,0xDA260C,0xDA2684,0xDA2914,0xDA2A3C,0xDA2A4C;0x0094D2A8;00 00 00 00;Gem Knight
0xCB385C,0xCB38E4,0xCBAF5C,0xCBAFE4,0xDA1584,0xDA16CC;0x0094D2B4;00 00 00 00;Peony Musketeer, Toure
0xC931FC,0xC93284,0xD78160,0xD9AA48,0xD9AFAC,0xD9CAA0;0x0094D2CC;00 00;Shadow Paladin
0xC821FC,0xC82284,0xD78164,0xD9A934,0xD9CCC8;0x0094D2E0;00 00;Gold Paladin
0xC81A04,0xC81A8C,0xD2834C,0xD2845C,0xD78158,0xD9CDDC;0x0094D2F4;00 00;Royal Paladin
0xCB8564,0xCB85EC,0xDA1654;0x0094D308;00 00 00 00;Metalborg, Diggerion
0x8D76EC,0xCCE2F4,0xCCE37C,0xCD596C,0xCD59F4,0xD4E4A4,0xD4E4A8,0xD4F95C,0xD4F960,0xDA0A3C,0xDA0B6C,0xDA195C,0xDA1A0C;0x0094D320;00 00;Dragonic Kaiser Vermillion
0xCBF02C,0xCBF0B4,0xDA17BC;0x0094D348;00 00;Dragon Undead, Ghoul Dragon
0xD3ACAC,0xD3AD34,0xDA29C4;0x0094D360;00 00 00 00;Seeker, Light Blaze Dragon
0xCB2FDC,0xCB3064,0xDA1554;0x0094D384;00 00;Brawler, Wildfist Dragon
0xCBBC1C,0xCBBCA4,0xCC386C,0xCC38F4,0xCC4DAC,0xCC4E34,0xDA170C,0xDA183C,0xDA18BC;0x0094D3A8;00 00 00 00;Perdition Dragon, Whirlwind Dragon
0xCB2DBC,0xCB2E44,0xCBA29C,0xCBA324,0xDA154C,0xDA1694;0x0094D3CC;00 00;Brawler, Big Bang Slash Dragon
0xC350D4,0xC3515C,0xD9FF8C;0x0094D3F4;00 00;Brawler, Skyhowl Dragon
0xCBB9FC,0xCBBA84,0xCC364C,0xCC36D4,0xDA1704,0xDA1834;0x0094D414;00 00 00 00;Perdition Dragon, Menace Laser Dragon
0xC36E0C,0xC36E94,0xCD662C,0xCD66B4,0xCDA2BC,0xCDA344,0xCDAF7C,0xCDB004,0xD9FFF4,0xDA1A6C,0xDA1B24,0xDA1B6C;0x0094D438;00 00;Companion Star Star-vader, Photon (No Ability)
0xCBD2F4,0xCBD37C,0xDA177C;0x0094D450;00 00 00 00;Unrivaled Star-vader, Radon
0xD147BC,0xD14844,0xDA241C,0xDA2464,0xDA247C;0x0094D468;00 00;Initium
0xD0FED4,0xD0FF5C,0xDA2354;0x0094D474;00 00;Witch of Golden Eagles, Jasmine
0x8D772C,0xD2A74C,0xD2A7D4,0xDA0EB4,0xDA102C,0xDA2864;0x0094D48C;00 00 00 00;Demon World Marquis, Amon
0xCE1D94,0xCE1E1C,0xCE2604,0xCE268C,0xDA0F54,0xDA0FB4,0xDA0FBC,0xDA0FC4,0xDA1C14,0xDA1C1C,0xDA1C24,0xDA2784,0xDA285C;0x0094D4A0;00 00;Amon
0xCBD6AC,0xCBD734,0xCC485C,0xCC48E4,0xDA1784,0xDA189C;0x0094D4A8;00 00;Pirate Belle, Pinot Blanc
0xCBC6BC,0xCBC744,0xCC430C,0xCC4394,0xDA1754,0xDA1884;0x0094D4C0;00 00 00 00;Brave Stride Seeker, Cherin
0xD0F8FC,0xD0F984,0xD1226C,0xD122F4,0xD12C84,0xD12D0C,0xDA232C,0xDA23CC,0xDA23FC;0x0094D4D8;00 00;Regalia of Fate, Norn
0xCBB7DC,0xCBB864,0xCC342C,0xCC34B4,0xDA16FC,0xDA182C;0x0094D4EC;00 00 00 00;Shower Liberator, Trahern
0xCBC8DC,0xCBC964,0xDA1764;0x0094D508;00 00;Liberator of Royalty, Phallon
0xD42244,0xD422BC,0xDA258C,0xDA2644,0xDA2A84;0x0094D520;00 00;Docking Deletor, Greion
0xD3DD8C,0xD3DE14,0xDA2A44;0x0094D538;00 00 00 00;Jewel Knight, Swordmy
0xC946B4,0xC9473C,0xD78190,0xD9AB5C,0xD9AE98,0xD9CEF0,0xD9D340;0x0094D550;00 00 00 00;Link Joker
0xD3B63C,0xD3B6C4,0xD732B8,0xD732BC,0xDA29E4;0x0094D564;00 00;Barking Sky Tiger
0xC8A0F4,0xC8A17C,0xD78168,0xD9AD84;0x0094D580;00 00;Angel Feather
0xD29184,0xD2920C,0xDA2804;0x0094D594;00 00;Duo Falling Heart, Quancy
0xCF9C7C,0xCF9D8C,0xCFD5FC,0xCFD70C,0xCFD81C,0xCFD92C,0xCFDB2C,0xCFDB5C,0xCFDBB4,0xCFDBE4,0xCFF994,0xCFFAA4,0xCFFBB4,0xCFFCC4,0xCFFDB4,0xCFFDE4,0xCFFE3C,0xCFFE6C,0xDA191C,0xDA1F04,0xDA1F0C,0xDA1F14,0xDA1F1C,0xDA1FDC,0xDA1FE4,0xDA1FEC,0xDA1FFC,0xDA200C,0xDA2014,0xDA201C,0xDA2814,0xDA2A54;0x0094D5B0;00 00;Battle Sis
0xCB341C,0xCB34A4,0xCBA8FC,0xCBA984,0xDA156C,0xDA16B4;0x0094D5C0;00 00 00 00;Metalborg, Ur Buster
0xCBBE3C,0xCBBEC4,0xCC3A8C,0xCC3B14,0xDA171C,0xDA184C;0x0094D5D8;00 00;Brawler, Big Bang Slash Buster
0xCC7E04,0xCC7E8C,0xD5FD90,0xD5FD94,0xD611AC,0xD611B0,0xDA18E4,0xDA1B84;0x0094D600;00 00;Dragonic Blademaster
0xC3EAE4,0xC3EBF4,0xC56DA4,0xC56E2C,0xC5803C,0xC5814C,0xC5BCCC,0xC5BD54,0xC5C904,0xC5CA14,0xCDB2AC,0xCDB3BC,0xCECB2C,0xCECC3C,0xDA004C,0xDA005C,0xDA0074,0xDA0084,0xDA009C,0xDA05DC,0xDA05F4,0xDA05FC,0xDA0604,0xDA060C,0xDA0634,0xDA0684,0xDA069C,0xDA06A4,0xDA1B7C,0xDA1D44,0xDA2704,0xDA290C;0x0094D620;00 00;Blaster
0xCB4384,0xCB440C,0xDA15A4;0x0094D62C;00 00;Metalborg, Lionetter
0xCD684C,0xCD68D4,0xCDA4DC,0xCDA564,0xDA1A7C,0xDA1B34;0x0094D644;00 00 00 00;Star-vader, Sword Viper
0xCBC27C,0xCBC304,0xCC3ECC,0xCC3F54,0xDA173C,0xDA186C;0x0094D660;00 00 00 00;Star-vader, Astro-reaper
0xCBE58C,0xCBE614,0xDA179C;0x0094D67C;00 00;Ancient Dragon, Knightarmor
0xCCF47C,0xCCF504,0xDA197C;0x0094D694;00 00 00 00;Vankisser
0xC9EE94,0xC9EF1C,0xD781B0,0xD9C98C;0x0094D6A8;00 00;Great Nature
0xC9CE2C,0xC9CEB4,0xD78184,0xD99C44,0xD9BEC4;0x0094D6BC;00 00;Nova Grappler
0xD0CB4C,0xD0CBD4,0xDA228C;0x0094D6D0;00 00 FF FF;Inspection Witch, Deirdre
0xD42E08;0x0094D6EC;00 00 00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0F@29             :<|抵抗|レジスト|>(<|相|あい|><|手|て|>の†{$3040ff}カードの<|効|こう|><|果|か|>で<|選|えら|>ばれない){$}
0xD42CD0;0x0094D7EC;00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0E@05   :[あなたの<|手札|てふだ|>から２<|枚選|まいえら|>†{$3040ff}び､<|捨|す|>てる]このユニットがヴァンガ†{$3040ff}ードにアタックしたバトルの<|終了時|しゅうりょうじ|>､†{$3040ff}コストを<|払|はら|>ってよい｡<|払|はら|>ったら､この†{$3040ff}ユニットを@11する｡そのターン<|中|ちゅう|>､こ†{$3040ff}の<|能力|のうりょく|>は<|使|つか|>えなくなる｡ (コストを<|払|はら|>†{$3040ff}わなくても､この<|能力|のうりょく|>は<|使|つか|>えなくなる){$}
0xD42D4C;0x0094DA70;00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0E@05   @27     :[あなたの<|手札|てふだ|>か†{$3040ff}ら１<|枚選|まいえら|>び､<|捨|す|>てる,あなたの<|手札|てふだ|>か†{$3040ff}らカード<|名|めい|>に「オーバーロード」を<|含|ふく|>†{$3040ff}むカードを１<|枚選|まいえら|>び､<|捨|す|>てる]このユ†{$3040ff}ニットがヴァンガードにアタックし†{$3040ff}たバトルの<|終了時|しゅうりょうじ|>､コストを<|払|はら|>ってよ†{$3040ff}い｡<|払|はら|>ったら､このユニットを@11し､†{$3040ff}そのターン<|中|ちゅう|>､パワー+5000｡ (コスト†{$3040ff}を<|払|はら|>わなくても､この<|能力|のうりょく|>は<|使|つか|>えなく†{$3040ff}なる){$}
0xD42C64;0x0094DDAC;00 00;【得た能力】†{$3040ff}@0E@1C   :[@15 ②, your hand card(s) or †{$3040ff}two cards《ノヴァグラップラー》 to discard] When this unit attacks with the Vanguard, you may pay the cost at the end of the battle. If you do, select one from your †{$3040ff}Vanguard and Rearguard†{$3040ff}, gain +10000 Power during that turn.†{$3040ff}†{$3040ff}†{$3040ff}@11†{$3040ff}@07{$}
0xD42D24;0x0094E02C;00 00 00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0E@05   :[@15 ①,@14 ①,あなたの†{$3040ff}<|手札|てふだ|>から２<|枚選|まいえら|>び､<|捨|す|>てる]このユニ†{$3040ff}ットのアタックがヴァンガードにヒ†{$3040ff}ットした<|時|とき|>､コストを<|払|はら|>ってよい｡<|払|はら|>†{$3040ff}ったら､あなたのソウルから「イニグ†{$3040ff}マン・ストーム」を１<|枚選|まいえら|>び､@11でラ†{$3040ff}イドし､あなたのヴァンガードを１<|枚|まい|>†{$3040ff}<|選|えら|>び､そのターン<|中|ちゅう|>､パワー+10000｡{$}
0xD42C28;0x0094E2C4;00 00 00 00;【<|与|あた|>えられた<|能力|のうりょく|>】†{$3040ff}@0F@1A   :あなたのソウルの《ダーク†{$3040ff}イレギュラーズ》１<|枚|まい|>につき､このユ†{$3040ff}ニットの@07+1000｡{$}
0xD42BD0;0x0094E3B4;00 00;【得た能力】†{$3040ff}@0F@1C   :Each of your Rearguard Card 1 reduces this 《ゴールドパラデ†{$3040ff}ィン》Unit's †{$3040ff}Power by +1000.@07{$}
0xD42DBC;0x0094E49C;00 00;【<|与|あた|>えられた<|能力|のうりょく|>】†{$3040ff}@0F@06       :あなたのソウル１<|枚|まい|>†{$3040ff}につき､このユニットのパワー+1000｡{$}
0xD42DDC;0x0094E564;00 00 00 00;【得た能力】†{$3040ff}@0F@05 :Your front row units†{$3040ff} gain +2000 power@07.{$}
0xD42E24;0x0094E618;00 00 00 00;【得た能力】†{$3040ff}@0F@05   :During your turn, all of your Rearguard †{$3040ff}+2000 points.(@07){$}
0xD42CF8;0x0094E6D8;00 00;【<|与|あた|>えられた<|能力|のうりょく|>】†{$3040ff}@0F@06       :あなたのターン<|中|ちゅう|>､こ†{$3040ff}のユニットと<|同名|どうめい|>のあなたのユニッ†{$3040ff}ト１<|枚|まい|>につき､あなたのユニットすべ†{$3040ff}てのパワー+2000｡{$}
0xD42DD8;0x0094E81C;00 00 00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0F@05   :あなたの<|前列|ぜんれつ|>のユニット†{$3040ff}すべての@07+3000｡{$}
0xD42C6C;0x0094E8D0;00 00;【得た能力】†{$3040ff}@0E@1C   :When this unit's Drive Check reveals a Grade 1 or higher unit†{$3040ff}, you may select and make retreat one of your opponent's Rearguard at Grade DR1 or lower《かげろ†{$3040ff}う》†{$3040ff}and during that turn, this unit gains +3000 Power.†{$3040ff}†{$3040ff}@07{$}
0xD42C70;0x0094EAC4;00 00 00 00;【<|与|あた|>えられた<|能力|のうりょく|>】†{$3040ff}@0E@1C   :あなたのカードの<|効果|こうか|>で､†{$3040ff}<|相手|あいて|>のリアガードがドロップゾーン†{$3040ff}に<|置|お|>かれた<|時|とき|>､そのターン<|中|ちゅう|>､このユ†{$3040ff}ニットの@07+3000｡{$}
0xD42E28;0x0094EC24;00 00 00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0F@05   ＧＢ＠③:あなたのターン†{$3040ff}<|中|ちゅう|>､あなたのリアガード１<|枚|まい|>につき､†{$3040ff}このユニットの@07+3000｡{$}
0xD42BE8;0x0094ED20;00 00 00 00;【<|与|あた|>えられた<|能力|のうりょく|>】†{$3040ff}@0F@1D       :あなたのターン<|中|ちゅう|>､あ†{$3040ff}なたの､@02 か@00 に､<|他|ほか|>のこのユニ†{$3040ff}ットと<|同名|どうめい|>のユニットがいるなら､こ†{$3040ff}のユニットの@07+3000｡{$}
0xD42D1C;0x0094EE78;00 00 00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0E@03   :このユニットがアタック†{$3040ff}した<|時|とき|>､あなたの<|後列|こうれつ|>にこのユニット†{$3040ff}がいるなら､そのバトル<|中|ちゅう|>､このユニ†{$3040ff}ットのパワー+3000｡{$}
0xD42DEC;0x0094EFB4;00 00 00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0D@05   @27     :あなたのリアガ†{$3040ff}ードを１<|枚選|まいえら|>び､そのユニットと<|同名|どうめい|>†{$3040ff}のあなたのリアガードが２<|枚以上|まいいじょう|>な†{$3040ff}ら､そのターン<|中|ちゅう|>､あなたの<|前列|ぜんれつ|>のユ†{$3040ff}ニットすべての@07+5000｡{$}
0xD42CE4;0x0094F160;00 00 00 00;【<|与|あた|>えられた<|能力|のうりょく|>】†{$3040ff}@0F@06       :あなたのターン<|中|ちゅう|>､あ†{$3040ff}なたの､@02 か@00 に､<|他|ほか|>のこのユニ†{$3040ff}ットと<|同名|どうめい|>のユニットがいるなら､こ†{$3040ff}のユニットのパワー+5000｡{$}
0xD42CA8;0x0094F2B8;00 00;"【得た能力】†{$3040ff}@0F@05   :All Rearguard Cards in Your Front Row with ""Magical Girl"" in Their Card Name†{$3040ff} have their Power +5000.†{$3040ff}{$}"
0xD42D78;0x0094F3C4;00 00;【得た能力】†{$3040ff}@0F@05   :During your turn, all units in the front row of your †{$3040ff}gain +10 power until the end of this turn.(†{$3040ff}00. {$})
0xD42D48;0x0094F4AC;00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0E@03   :このユニットがカード<|名|めい|>†{$3040ff}に「ドリン」を<|含|ふく|>むユニットを@0C(ブ†{$3040ff}ースト)した<|時|とき|>､そのバトル<|中|ちゅう|>､@0C(ブ†{$3040ff}ースト)されたユニットのパワー+20†{$3040ff}00｡{$}
0xD42CEC;0x0094F620;00 00 00 00;【<|与|あた|>えられた<|能力|のうりょく|>】†{$3040ff}@0E@03   @27     :このユニットが†{$3040ff}ヴァンガードにアタックしたバトル†{$3040ff}の<|終了時|しゅうりょうじ|>､このユニットを@11し､その†{$3040ff}ターン<|中|ちゅう|>､このユニットのパワー+20†{$3040ff}00｡{$}
0xD42C34;0x0094F78C;00 00;【<|与|あた|>えられた<|能力|のうりょく|>】†{$3040ff}@0E@1C   :あなたの《ゴールドパラデ†{$3040ff}ィン》が<|山札|やまふだ|>から@00 に<|登場|とうじょう|>した<|時|とき|>､†{$3040ff}そのターン<|中|ちゅう|>､このユニットの@07+30†{$3040ff}00｡{$}
0xD42BD4;0x0094F8DC;00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0E@1C   :あなたの《なるかみ》がア†{$3040ff}タックした<|時|とき|>､あなたの<|山札|やまふだ|>の<|上|うえ|>から†{$3040ff}１<|枚|まい|>をドロップゾーンに<|置|お|>く｡<|置|お|>いた†{$3040ff}カードが《なるかみ》なら､そのバトル†{$3040ff}<|中|ちゅう|>､アタックしているユニットの@07+†{$3040ff}3000/@09+1｡{$}
0xD42E00;0x0094FABC;00 00;【<|得|え|>た<|能力|のうりょく|>】†{$3040ff}@0E@03   @27     :このユニットの†{$3040ff}アタックがヴァンガードにヒットし†{$3040ff}た<|時|とき|>､<|他|ほか|>のあなたのリアガードを１<|枚|まい|>†{$3040ff}<|選|えら|>び､@11し､<|相手|あいて|>のリアガードを１<|枚|まい|>†{$3040ff}<|選|えら|>び､そのユニットは､<|次|つぎ|>の<|相手|あいて|>のス†{$3040ff}タンドフェイズ<|中|ちゅう|>､@11できない｡{$}
0xD42CC4;0x0094FCD8;00 00;【得た能力】†{$3040ff}@0F@05   :This unit attacks†{$3040ff}During the battle, your opponent has Grade 1 or higher cards†{$3040ff}draw your unit from your hand@01Call it†{$3040ff}I can't do it.{$}
0xD42D94;0x0094FE18;00 00 00 00;【与えられた能力】†{$3040ff}@0E@05   :This unit attacks Vanguard.†{$3040ff}When attacking with a Unit, the opponent may use their own card.†{$3040ff}Choose 1 Rearguard and retreat it.†{$3040ff}If you don't make me retreat, during this battle,†{$3040ff}The opponent plays a card from their hand.@01Nicco†{$3040ff}Cannot perform this action.{$}
0xD42D40;0x00950028;00 00;【得た能力】†{$3040ff}@0E@05   :[You must send 3 Rearguard Cards]†{$3040ff}Choose cards, force retreat: This unit can†{$3040ff}When attacking with Vanguard, cost†{$3040ff}You may pay 1000 power. After paying, your opponent draws 1 card.†{$3040ff}Choose 2 Vanguard units and retreat them.†{$3040ff}Good. If you don't make them retreat with two cards, then†{$3040ff}During battle, the opponent draws a card from their hand.†{$3040ff}@01Cannot be called.{$}
0xD42CF0;0x009502F4;00 00 00 00;【与えられた能力】†{$3040ff}@0E@03   :This unit attacks Vanguard.†{$3040ff}When this unit attacks with a Blade,†{$3040ff}If its power is 20000 or more, this battle†{$3040ff}In the Lock, the opponent has a Grade 1 or higher card†{$3040ff}from your hand@01Cannot be called.{$}
0xD42CFC,0xD42D8C;0x009504B0;00 00;【得た能力】†{$3040ff}@0E@05   :This unit attacks Vanguard.†{$3040ff}When attacking with this unit, during that battle†{$3040ff}The opponent has a Grade 1 or higher card in hand.†{$3040ff}From cards@01Cannot be called.{$}
0xD42C20;0x0095061C;00 00;【与えられた能力】†{$3040ff}@0E@1C   :This unit attacks Vanguard.†{$3040ff}When attacking with a Unit, the opponent may use their own card.†{$3040ff}Choose one card from your hand and discard it. Discard.†{$3040ff}If none, during that battle, this unit†{$3040ff}To's@09+1 and the opponent draws a unit card.†{$3040ff}from@01Cannot be called.{$}
0xD42D0C;0x0095083C;00 00;【得た能力】†{$3040ff}@0E@03   :This unit attacks Vanguard.†{$3040ff}When attacking with this unit, during that battle†{$3040ff}Is your opponent holding a Grade 0 card in their hand?†{$3040ff}la@01Cannot be called.{$}
0xD42D80;0x00950988;00 00 00 00;【与えられた能力】†{$3040ff}@0E@05   :[You must send 3 Rearguard Cards]†{$3040ff}Choose cards, force retreat: This unit can†{$3040ff}When attacking with Vanguard, cost†{$3040ff}You may pay 2000 CP. Paying it, draw two cards.†{$3040ff}Choose 3 cards from your Damage Zone.†{$3040ff}But flip this card, and during that battle, your opponent is weak.†{$3040ff}Draw one or more cards from your hand@01 †{$3040ff}Cannot be called.{$}
0xD42DE8,0xD42E04;0x00950C38;00 00 00 00;【与えられた能力】†{$3040ff}@0E@03   :At the end of your turn,†{$3040ff}This unit can@10If you are going to do it, do it properly.†{$3040ff}You may draw one card.{$}
0xD42DC4;0x00950D58;00 00 00 00;【与えられた能力】†{$3040ff}@0E@03   :This unit attacks.†{$3040ff}ka@0CBoosted, battle end.†{$3040ff}At this time, you may return this unit to your hand.{$}
0xD42DE0;0x00950E88;00 00;【得た能力】†{$3040ff}@0E@05   :Your Drive Sting†{$3040ff}At the start of play, draw the top 4 cards from your deck.†{$3040ff}Look and find up to four cards, then place them on top of the deck.†{$3040ff}Place them in order, and put the rest under the deck as you like.†{$3040ff}Place them in order.{$}
0xD42DFC;0x009510CC;00 00 00 00;"【与えられた能力】†{$3040ff}@0D@05   @27     :[@15You†{$3040ff}from your Main Deck ""Chrono Jet""・Dragon†{$3040ff}Find up to 1 card and use ""ン"".@02In a heart shape†{$3040ff}Place in stand and shuffle that deck.†{$3040ff}If you place it, yours@02from heart-shaped†{$3040ff}Use Steam Fighter Barif from your态amespace†{$3040ff}Choose one card and place it under the deck.{$}"
0xD42DB4;0x00951370;00 00;"【与えられた能力】†{$3040ff}@0E:This unit can@01From there drop;†{$3040ff}When placed in the Pzone, this card†{$3040ff}Place it under the deck.{$}"
0xD42E1C;0x00951488;00 00;【与えられた能力】†{$3040ff}@0E@05   :This unit's attack†{$3040ff}When it hits the field with Vanguard, opponent†{$3040ff}Choose 1 of your Vanguard cards, and your opponent reveals it.†{$3040ff}Place your unit under the deck.{$}
